"","word"
"69109","with"
"69110","the"
"69111","nicest"
"69112","cold"
"69113","luncheon"
"69114","in"
"69115","the"
"69116","world"
"69117","and"
"69118","if"
"69119","you"
"69120","would"
"69121","have"
"69122","gone"
"69123","we"
"69124","would"
"69125","have"
"69126","treated"
"69127","you"
"69128","too"
"69129","and"
"69130","then"
"69131","when"
"69132","we"
"69133","came"
"69134","away"
"69135","it"
"69136","was"
"69137","such"
"69138","fun"
"69139","i"
"69140","thought"
"69141","we"
"69142","never"
"69143","should"
"69144","have"
"69145","got"
"69146","into"
"69147","the"
"69148","coach"
"69149","i"
"69150","was"
"69151","ready"
"69152","to"
"69153","die"
"69154","of"
"69155","laughter"
"69156","and"
"69157","then"
"69158","we"
"69159","were"
"69160","so"
"69161","merry"
"69162","all"
"69163","the"
"69164","way"
"69165","home"
"69166","we"
"69167","talked"
"69168","and"
"69169","laughed"
"69170","so"
"69171","loud"
"69172","that"
"69173","anybody"
"69174","might"
"69175","have"
"69176","heard"
"69177","us"
"69178","ten"
"69179","miles"
"69180","off"
"69181","to"
"69182","this"
"69183","mary"
"69184","very"
"69185","gravely"
"69186","replied"
"69187","far"
"69188","be"
"69189","it"
"69190","from"
"69191","me"
"69192","my"
"69193","dear"
"69194","sister"
"69195","to"
"69196","depreciate"
"69197","such"
"69198","pleasures"
"69199","they"
"69200","would"
"69201","doubtless"
"69202","be"
"69203","congenial"
"69204","with"
"69205","the"
"69206","generality"
"69207","of"
"69208","female"
"69209","minds"
"69210","but"
"69211","i"
"69212","confess"
"69213","they"
"69214","would"
"69215","have"
"69216","no"
"69217","charms"
"69218","for"
"69219","me"
"69220","i"
"69221","should"
"69222","infinitely"
"69223","prefer"
"69224","a"
"69225","book"
"69226","but"
"69227","of"
"69228","this"
"69229","answer"
"69230","lydia"
"69231","heard"
"69232","not"
"69233","a"
"69234","word"
"69235","she"
"69236","seldom"
"69237","listened"
"69238","to"
"69239","anybody"
"69240","for"
"69241","more"
"69242","than"
"69243","half"
"69244","a"
"69245","minute"
"69246","and"
"69247","never"
"69248","attended"
"69249","to"
"69250","mary"
"69251","at"
"69252","all"
"69253","in"
"69254","the"
"69255","afternoon"
"69256","lydia"
"69257","was"
"69258","urgent"
"69259","with"
"69260","the"
"69261","rest"
"69262","of"
"69263","the"
"69264","girls"
"69265","to"
"69266","walk"
"69267","to"
"69268","meryton"
"69269","and"
"69270","to"
"69271","see"
"69272","how"
"69273","everybody"
"69274","went"
"69275","on"
"69276","but"
"69277","elizabeth"
"69278","steadily"
"69279","opposed"
"69280","the"
"69281","scheme"
"69282","it"
"69283","should"
"69284","not"
"69285","be"
"69286","said"
"69287","that"
"69288","the"
"69289","miss"
"69290","bennets"
"69291","could"
"69292","not"
"69293","be"
"69294","at"
"69295","home"
"69296","half"
"69297","a"
"69298","day"
"69299","before"
"69300","they"
"69301","were"
"69302","in"
"69303","pursuit"
"69304","of"
"69305","the"
"69306","officers"
"69307","there"
"69308","was"
"69309","another"
"69310","reason"
"69311","too"
"69312","for"
"69313","her"
"69314","opposition"
"69315","she"
"69316","dreaded"
"69317","seeing"
"69318","mr"
"69319","wickham"
"69320","again"
"69321","and"
"69322","was"
"69323","resolved"
"69324","to"
"69325","avoid"
"69326","it"
"69327","as"
"69328","long"
"69329","as"
"69330","possible"
"69331","the"
"69332","comfort"
"69333","to"
"69334","her"
"69335","of"
"69336","the"
"69337","regiment's"
"69338","approaching"
"69339","removal"
"69340","was"
"69341","indeed"
"69342","beyond"
"69343","expression"
"69344","in"
"69345","a"
"69346","fortnight"
"69347","they"
"69348","were"
"69349","to"
"69350","go"
"69351","and"
"69352","once"
"69353","gone"
"69354","she"
"69355","hoped"
"69356","there"
"69357","could"
"69358","be"
"69359","nothing"
"69360","more"
"69361","to"
"69362","plague"
"69363","her"
"69364","on"
"69365","his"
"69366","account"
"69367","she"
"69368","had"
"69369","not"
"69370","been"
"69371","many"
"69372","hours"
"69373","at"
"69374","home"
"69375","before"
"69376","she"
"69377","found"
"69378","that"
"69379","the"
"69380","brighton"
"69381","scheme"
"69382","of"
"69383","which"
"69384","lydia"
"69385","had"
"69386","given"
"69387","them"
"69388","a"
"69389","hint"
"69390","at"
"69391","the"
"69392","inn"
"69393","was"
"69394","under"
"69395","frequent"
"69396","discussion"
"69397","between"
"69398","her"
"69399","parents"
"69400","elizabeth"
"69401","saw"
"69402","directly"
"69403","that"
"69404","her"
"69405","father"
"69406","had"
"69407","not"
"69408","the"
"69409","smallest"
"69410","intention"
"69411","of"
"69412","yielding"
"69413","but"
"69414","his"
"69415","answers"
"69416","were"
"69417","at"
"69418","the"
"69419","same"
"69420","time"
"69421","so"
"69422","vague"
"69423","and"
"69424","equivocal"
"69425","that"
"69426","her"
"69427","mother"
"69428","though"
"69429","often"
"69430","disheartened"
"69431","had"
"69432","never"
"69433","yet"
"69434","despaired"
"69435","of"
"69436","succeeding"
"69437","at"
"69438","last"
"69439","chapter"
"69440","40"
"69441","elizabeth's"
"69442","impatience"
"69443","to"
"69444","acquaint"
"69445","jane"
"69446","with"
"69447","what"
"69448","had"
"69449","happened"
"69450","could"
"69451","no"
"69452","longer"
"69453","be"
"69454","overcome"
"69455","and"
"69456","at"
"69457","length"
"69458","resolving"
"69459","to"
"69460","suppress"
"69461","every"
"69462","particular"
"69463","in"
"69464","which"
"69465","her"
"69466","sister"
"69467","was"
"69468","concerned"
"69469","and"
"69470","preparing"
"69471","her"
"69472","to"
"69473","be"
"69474","surprised"
"69475","she"
"69476","related"
"69477","to"
"69478","her"
"69479","the"
"69480","next"
"69481","morning"
"69482","the"
"69483","chief"
"69484","of"
"69485","the"
"69486","scene"
"69487","between"
"69488","mr"
"69489","darcy"
"69490","and"
"69491","herself"
"69492","miss"
"69493","bennet's"
"69494","astonishment"
"69495","was"
"69496","soon"
"69497","lessened"
"69498","by"
"69499","the"
"69500","strong"
"69501","sisterly"
"69502","partiality"
"69503","which"
"69504","made"
"69505","any"
"69506","admiration"
"69507","of"
"69508","elizabeth"
"69509","appear"
"69510","perfectly"
"69511","natural"
"69512","and"
"69513","all"
"69514","surprise"
"69515","was"
"69516","shortly"
"69517","lost"
"69518","in"
"69519","other"
"69520","feelings"
"69521","she"
"69522","was"
"69523","sorry"
"69524","that"
"69525","mr"
"69526","darcy"
"69527","should"
"69528","have"
"69529","delivered"
"69530","his"
"69531","sentiments"
"69532","in"
"69533","a"
"69534","manner"
"69535","so"
"69536","little"
"69537","suited"
"69538","to"
"69539","recommend"
"69540","them"
"69541","but"
"69542","still"
"69543","more"
"69544","was"
"69545","she"
"69546","grieved"
"69547","for"
"69548","the"
"69549","unhappiness"
"69550","which"
"69551","her"
"69552","sister's"
"69553","refusal"
"69554","must"
"69555","have"
"69556","given"
"69557","him"
"69558","his"
"69559","being"
"69560","so"
"69561","sure"
"69562","of"
"69563","succeeding"
"69564","was"
"69565","wrong"
"69566","said"
"69567","she"
"69568","and"
"69569","certainly"
"69570","ought"
"69571","not"
"69572","to"
"69573","have"
"69574","appeared"
"69575","but"
"69576","consider"
"69577","how"
"69578","much"
"69579","it"
"69580","must"
"69581","increase"
"69582","his"
"69583","disappointment"
"69584","indeed"
"69585","replied"
"69586","elizabeth"
"69587","i"
"69588","am"
"69589","heartily"
"69590","sorry"
"69591","for"
"69592","him"
"69593","but"
"69594","he"
"69595","has"
"69596","other"
"69597","feelings"
"69598","which"
"69599","will"
"69600","probably"
"69601","soon"
"69602","drive"
"69603","away"
"69604","his"
"69605","regard"
"69606","for"
"69607","me"
"69608","you"
"69609","do"
"69610","not"
"69611","blame"
"69612","me"
"69613","however"
"69614","for"
"69615","refusing"
"69616","him"
"69617","blame"
"69618","you"
"69619","oh"
"69620","no"
"69621","but"
"69622","you"
"69623","blame"
"69624","me"
"69625","for"
"69626","having"
"69627","spoken"
"69628","so"
"69629","warmly"
"69630","of"
"69631","wickham"
"69632","no"
"69633","i"
"69634","do"
"69635","not"
"69636","know"
"69637","that"
"69638","you"
"69639","were"
"69640","wrong"
"69641","in"
"69642","saying"
"69643","what"
"69644","you"
"69645","did"
"69646","but"
"69647","you"
"69648","will"
"69649","know"
"69650","it"
"69651","when"
"69652","i"
"69653","tell"
"69654","you"
"69655","what"
"69656","happened"
"69657","the"
"69658","very"
"69659","next"
"69660","day"
"69661","she"
"69662","then"
"69663","spoke"
"69664","of"
"69665","the"
"69666","letter"
"69667","repeating"
"69668","the"
"69669","whole"
"69670","of"
"69671","its"
"69672","contents"
"69673","as"
"69674","far"
"69675","as"
"69676","they"
"69677","concerned"
"69678","george"
"69679","wickham"
"69680","what"
"69681","a"
"69682","stroke"
"69683","was"
"69684","this"
"69685","for"
"69686","poor"
"69687","jane"
"69688","who"
"69689","would"
"69690","willingly"
"69691","have"
"69692","gone"
"69693","through"
"69694","the"
"69695","world"
"69696","without"
"69697","believing"
"69698","that"
"69699","so"
"69700","much"
"69701","wickedness"
"69702","existed"
"69703","in"
"69704","the"
"69705","whole"
"69706","race"
"69707","of"
"69708","mankind"
"69709","as"
"69710","was"
"69711","here"
"69712","collected"
"69713","in"
"69714","one"
"69715","individual"
"69716","nor"
"69717","was"
"69718","darcy's"
"69719","vindication"
"69720","though"
"69721","grateful"
"69722","to"
"69723","her"
"69724","feelings"
"69725","capable"
"69726","of"
"69727","consoling"
"69728","her"
"69729","for"
"69730","such"
"69731","discovery"
"69732","most"
"69733","earnestly"
"69734","did"
"69735","she"
"69736","labour"
"69737","to"
"69738","prove"
"69739","the"
"69740","probability"
"69741","of"
"69742","error"
"69743","and"
"69744","seek"
"69745","to"
"69746","clear"
"69747","the"
"69748","one"
"69749","without"
"69750","involving"
"69751","the"
"69752","other"
"69753","this"
"69754","will"
"69755","not"
"69756","do"
"69757","said"
"69758","elizabeth"
"69759","you"
"69760","never"
"69761","will"
"69762","be"
"69763","able"
"69764","to"
"69765","make"
"69766","both"
"69767","of"
"69768","them"
"69769","good"
"69770","for"
"69771","anything"
"69772","take"
"69773","your"
"69774","choice"
"69775","but"
"69776","you"
"69777","must"
"69778","be"
"69779","satisfied"
"69780","with"
"69781","only"
"69782","one"
"69783","there"
"69784","is"
"69785","but"
"69786","such"
"69787","a"
"69788","quantity"
"69789","of"
"69790","merit"
"69791","between"
"69792","them"
"69793","just"
"69794","enough"
"69795","to"
"69796","make"
"69797","one"
"69798","good"
"69799","sort"
"69800","of"
"69801","man"
"69802","and"
"69803","of"
"69804","late"
"69805","it"
"69806","has"
"69807","been"
"69808","shifting"
"69809","about"
"69810","pretty"
"69811","much"
"69812","for"
"69813","my"
"69814","part"
"69815","i"
"69816","am"
"69817","inclined"
"69818","to"
"69819","believe"
"69820","it"
"69821","all"
"69822","darcy's"
"69823","but"
"69824","you"
"69825","shall"
"69826","do"
"69827","as"
"69828","you"
"69829","choose"
"69830","it"
"69831","was"
"69832","some"
"69833","time"
"69834","however"
"69835","before"
"69836","a"
"69837","smile"
"69838","could"
"69839","be"
"69840","extorted"
"69841","from"
"69842","jane"
"69843","i"
"69844","do"
"69845","not"
"69846","know"
"69847","when"
"69848","i"
"69849","have"
"69850","been"
"69851","more"
"69852","shocked"
"69853","said"
"69854","she"
"69855","wickham"
"69856","so"
"69857","very"
"69858","bad"
"69859","it"
"69860","is"
"69861","almost"
"69862","past"
"69863","belief"
"69864","and"
"69865","poor"
"69866","mr"
"69867","darcy"
"69868","dear"
"69869","lizzy"
"69870","only"
"69871","consider"
"69872","what"
"69873","he"
"69874","must"
"69875","have"
"69876","suffered"
"69877","such"
"69878","a"
"69879","disappointment"
"69880","and"
"69881","with"
"69882","the"
"69883","knowledge"
"69884","of"
"69885","your"
"69886","ill"
"69887","opinion"
"69888","too"
"69889","and"
"69890","having"
"69891","to"
"69892","relate"
"69893","such"
"69894","a"
"69895","thing"
"69896","of"
"69897","his"
"69898","sister"
"69899","it"
"69900","is"
"69901","really"
"69902","too"
"69903","distressing"
"69904","i"
"69905","am"
"69906","sure"
"69907","you"
"69908","must"
"69909","feel"
"69910","it"
"69911","so"
"69912","oh"
"69913","no"
"69914","my"
"69915","regret"
"69916","and"
"69917","compassion"
"69918","are"
"69919","all"
"69920","done"
"69921","away"
"69922","by"
"69923","seeing"
"69924","you"
"69925","so"
"69926","full"
"69927","of"
"69928","both"
"69929","i"
"69930","know"
"69931","you"
"69932","will"
"69933","do"
"69934","him"
"69935","such"
"69936","ample"
"69937","justice"
"69938","that"
"69939","i"
"69940","am"
"69941","growing"
"69942","every"
"69943","moment"
"69944","more"
"69945","unconcerned"
"69946","and"
"69947","indifferent"
"69948","your"
"69949","profusion"
"69950","makes"
"69951","me"
"69952","saving"
"69953","and"
"69954","if"
"69955","you"
"69956","lament"
"69957","over"
"69958","him"
"69959","much"
"69960","longer"
"69961","my"
"69962","heart"
"69963","will"
"69964","be"
"69965","as"
"69966","light"
"69967","as"
"69968","a"
"69969","feather"
"69970","poor"
"69971","wickham"
"69972","there"
"69973","is"
"69974","such"
"69975","an"
"69976","expression"
"69977","of"
"69978","goodness"
"69979","in"
"69980","his"
"69981","countenance"
"69982","such"
"69983","an"
"69984","openness"
"69985","and"
"69986","gentleness"
"69987","in"
"69988","his"
"69989","manner"
"69990","there"
"69991","certainly"
"69992","was"
"69993","some"
"69994","great"
"69995","mismanagement"
"69996","in"
"69997","the"
"69998","education"
"69999","of"
"70000","those"
"70001","two"
"70002","young"
"70003","men"
"70004","one"
"70005","has"
"70006","got"
"70007","all"
"70008","the"
"70009","goodness"
"70010","and"
"70011","the"
"70012","other"
"70013","all"
"70014","the"
"70015","appearance"
"70016","of"
"70017","it"
"70018","i"
"70019","never"
"70020","thought"
"70021","mr"
"70022","darcy"
"70023","so"
"70024","deficient"
"70025","in"
"70026","the"
"70027","appearance"
"70028","of"
"70029","it"
"70030","as"
"70031","you"
"70032","used"
"70033","to"
"70034","do"
"70035","and"
"70036","yet"
"70037","i"
"70038","meant"
"70039","to"
"70040","be"
"70041","uncommonly"
"70042","clever"
"70043","in"
"70044","taking"
"70045","so"
"70046","decided"
"70047","a"
"70048","dislike"
"70049","to"
"70050","him"
"70051","without"
"70052","any"
"70053","reason"
"70054","it"
"70055","is"
"70056","such"
"70057","a"
"70058","spur"
"70059","to"
"70060","one's"
"70061","genius"
"70062","such"
"70063","an"
"70064","opening"
"70065","for"
"70066","wit"
"70067","to"
"70068","have"
"70069","a"
"70070","dislike"
"70071","of"
"70072","that"
"70073","kind"
"70074","one"
"70075","may"
"70076","be"
"70077","continually"
"70078","abusive"
"70079","without"
"70080","saying"
"70081","anything"
"70082","just"
"70083","but"
"70084","one"
"70085","cannot"
"70086","always"
"70087","be"
"70088","laughing"
"70089","at"
"70090","a"
"70091","man"
"70092","without"
"70093","now"
"70094","and"
"70095","then"
"70096","stumbling"
"70097","on"
"70098","something"
"70099","witty"
"70100","lizzy"
"70101","when"
"70102","you"
"70103","first"
"70104","read"
"70105","that"
"70106","letter"
"70107","i"
"70108","am"
"70109","sure"
"70110","you"
"70111","could"
"70112","not"
"70113","treat"
"70114","the"
"70115","matter"
"70116","as"
"70117","you"
"70118","do"
"70119","now"
"70120","indeed"
"70121","i"
"70122","could"
"70123","not"
"70124","i"
"70125","was"
"70126","uncomfortable"
"70127","enough"
"70128","i"
"70129","may"
"70130","say"
"70131","unhappy"
"70132","and"
"70133","with"
"70134","no"
"70135","one"
"70136","to"
"70137","speak"
"70138","to"
"70139","about"
"70140","what"
"70141","i"
"70142","felt"
"70143","no"
"70144","jane"
"70145","to"
"70146","comfort"
"70147","me"
"70148","and"
"70149","say"
"70150","that"
"70151","i"
"70152","had"
"70153","not"
"70154","been"
"70155","so"
"70156","very"
"70157","weak"
"70158","and"
"70159","vain"
"70160","and"
"70161","nonsensical"
"70162","as"
"70163","i"
"70164","knew"
"70165","i"
"70166","had"
"70167","oh"
"70168","how"
"70169","i"
"70170","wanted"
"70171","you"
"70172","how"
"70173","unfortunate"
"70174","that"
"70175","you"
"70176","should"
"70177","have"
"70178","used"
"70179","such"
"70180","very"
"70181","strong"
"70182","expressions"
"70183","in"
"70184","speaking"
"70185","of"
"70186","wickham"
"70187","to"
"70188","mr"
"70189","darcy"
"70190","for"
"70191","now"
"70192","they"
"70193","do"
"70194","appear"
"70195","wholly"
"70196","undeserved"
"70197","certainly"
"70198","but"
"70199","the"
"70200","misfortune"
"70201","of"
"70202","speaking"
"70203","with"
"70204","bitterness"
"70205","is"
"70206","a"
"70207","most"
"70208","natural"
"70209","consequence"
"70210","of"
"70211","the"
"70212","prejudices"
"70213","i"
"70214","had"
"70215","been"
"70216","encouraging"
"70217","there"
"70218","is"
"70219","one"
"70220","point"
"70221","on"
"70222","which"
"70223","i"
"70224","want"
"70225","your"
"70226","advice"
"70227","i"
"70228","want"
"70229","to"
"70230","be"
"70231","told"
"70232","whether"
"70233","i"
"70234","ought"
"70235","or"
"70236","ought"
"70237","not"
"70238","to"
"70239","make"
"70240","our"
"70241","acquaintances"
"70242","in"
"70243","general"
"70244","understand"
"70245","wickham's"
"70246","character"
"70247","miss"
"70248","bennet"
"70249","paused"
"70250","a"
"70251","little"
"70252","and"
"70253","then"
"70254","replied"
"70255","surely"
"70256","there"
"70257","can"
"70258","be"
"70259","no"
"70260","occasion"
"70261","for"
"70262","exposing"
"70263","him"
"70264","so"
"70265","dreadfully"
"70266","what"
"70267","is"
"70268","your"
"70269","opinion"
"70270","that"
"70271","it"
"70272","ought"
"70273","not"
"70274","to"
"70275","be"
"70276","attempted"
"70277","mr"
"70278","darcy"
"70279","has"
"70280","not"
"70281","authorised"
"70282","me"
"70283","to"
"70284","make"
"70285","his"
"70286","communication"
"70287","public"
"70288","on"
"70289","the"
"70290","contrary"
"70291","every"
"70292","particular"
"70293","relative"
"70294","to"
"70295","his"
"70296","sister"
"70297","was"
"70298","meant"
"70299","to"
"70300","be"
"70301","kept"
"70302","as"
"70303","much"
"70304","as"
"70305","possible"
"70306","to"
"70307","myself"
"70308","and"
"70309","if"
"70310","i"
"70311","endeavour"
"70312","to"
"70313","undeceive"
"70314","people"
"70315","as"
"70316","to"
"70317","the"
"70318","rest"
"70319","of"
"70320","his"
"70321","conduct"
"70322","who"
"70323","will"
"70324","believe"
"70325","me"
"70326","the"
"70327","general"
"70328","prejudice"
"70329","against"
"70330","mr"
"70331","darcy"
"70332","is"
"70333","so"
"70334","violent"
"70335","that"
"70336","it"
"70337","would"
"70338","be"
"70339","the"
"70340","death"
"70341","of"
"70342","half"
"70343","the"
"70344","good"
"70345","people"
"70346","in"
"70347","meryton"
"70348","to"
"70349","attempt"
"70350","to"
"70351","place"
"70352","him"
"70353","in"
"70354","an"
"70355","amiable"
"70356","light"
"70357","i"
"70358","am"
"70359","not"
"70360","equal"
"70361","to"
"70362","it"
"70363","wickham"
"70364","will"
"70365","soon"
"70366","be"
"70367","gone"
"70368","and"
"70369","therefore"
"70370","it"
"70371","will"
"70372","not"
"70373","signify"
"70374","to"
"70375","anyone"
"70376","here"
"70377","what"
"70378","he"
"70379","really"
"70380","is"
"70381","some"
"70382","time"
"70383","hence"
"70384","it"
"70385","will"
"70386","be"
"70387","all"
"70388","found"
"70389","out"
"70390","and"
"70391","then"
"70392","we"
"70393","may"
"70394","laugh"
"70395","at"
"70396","their"
"70397","stupidity"
"70398","in"
"70399","not"
"70400","knowing"
"70401","it"
"70402","before"
"70403","at"
"70404","present"
"70405","i"
"70406","will"
"70407","say"
"70408","nothing"
"70409","about"
"70410","it"
"70411","you"
"70412","are"
"70413","quite"
"70414","right"
"70415","to"
"70416","have"
"70417","his"
"70418","errors"
"70419","made"
"70420","public"
"70421","might"
"70422","ruin"
"70423","him"
"70424","for"
"70425","ever"
"70426","he"
"70427","is"
"70428","now"
"70429","perhaps"
"70430","sorry"
"70431","for"
"70432","what"
"70433","he"
"70434","has"
"70435","done"
"70436","and"
"70437","anxious"
"70438","to"
"70439","re"
"70440","establish"
"70441","a"
"70442","character"
"70443","we"
"70444","must"
"70445","not"
"70446","make"
"70447","him"
"70448","desperate"
"70449","the"
"70450","tumult"
"70451","of"
"70452","elizabeth's"
"70453","mind"
"70454","was"
"70455","allayed"
"70456","by"
"70457","this"
"70458","conversation"
"70459","she"
"70460","had"
"70461","got"
"70462","rid"
"70463","of"
"70464","two"
"70465","of"
"70466","the"
"70467","secrets"
"70468","which"
"70469","had"
"70470","weighed"
"70471","on"
"70472","her"
"70473","for"
"70474","a"
"70475","fortnight"
"70476","and"
"70477","was"
"70478","certain"
"70479","of"
"70480","a"
"70481","willing"
"70482","listener"
"70483","in"
"70484","jane"
"70485","whenever"
"70486","she"
"70487","might"
"70488","wish"
"70489","to"
"70490","talk"
"70491","again"
"70492","of"
"70493","either"
"70494","but"
"70495","there"
"70496","was"
"70497","still"
"70498","something"
"70499","lurking"
"70500","behind"
"70501","of"
"70502","which"
"70503","prudence"
"70504","forbade"
"70505","the"
"70506","disclosure"
"70507","she"
"70508","dared"
"70509","not"
"70510","relate"
"70511","the"
"70512","other"
"70513","half"
"70514","of"
"70515","mr"
"70516","darcy's"
"70517","letter"
"70518","nor"
"70519","explain"
"70520","to"
"70521","her"
"70522","sister"
"70523","how"
"70524","sincerely"
"70525","she"
"70526","had"
"70527","been"
"70528","valued"
"70529","by"
"70530","her"
"70531","friend"
"70532","here"
"70533","was"
"70534","knowledge"
"70535","in"
"70536","which"
"70537","no"
"70538","one"
"70539","could"
"70540","partake"
"70541","and"
"70542","she"
"70543","was"
"70544","sensible"
"70545","that"
"70546","nothing"
"70547","less"
"70548","than"
"70549","a"
"70550","perfect"
"70551","understanding"
"70552","between"
"70553","the"
"70554","parties"
"70555","could"
"70556","justify"
"70557","her"
"70558","in"
"70559","throwing"
"70560","off"
"70561","this"
"70562","last"
"70563","encumbrance"
"70564","of"
"70565","mystery"
"70566","and"
"70567","then"
"70568","said"
"70569","she"
"70570","if"
"70571","that"
"70572","very"
"70573","improbable"
"70574","event"
"70575","should"
"70576","ever"
"70577","take"
"70578","place"
"70579","i"
"70580","shall"
"70581","merely"
"70582","be"
"70583","able"
"70584","to"
"70585","tell"
"70586","what"
"70587","bingley"
"70588","may"
"70589","tell"
"70590","in"
"70591","a"
"70592","much"
"70593","more"
"70594","agreeable"
"70595","manner"
"70596","himself"
"70597","the"
"70598","liberty"
"70599","of"
"70600","communication"
"70601","cannot"
"70602","be"
"70603","mine"
"70604","till"
"70605","it"
"70606","has"
"70607","lost"
"70608","all"
"70609","its"
"70610","value"
"70611","she"
"70612","was"
"70613","now"
"70614","on"
"70615","being"
"70616","settled"
"70617","at"
"70618","home"
"70619","at"
"70620","leisure"
"70621","to"
"70622","observe"
"70623","the"
"70624","real"
"70625","state"
"70626","of"
"70627","her"
"70628","sister's"
"70629","spirits"
"70630","jane"
"70631","was"
"70632","not"
"70633","happy"
"70634","she"
"70635","still"
"70636","cherished"
"70637","a"
"70638","very"
"70639","tender"
"70640","affection"
"70641","for"
"70642","bingley"
"70643","having"
"70644","never"
"70645","even"
"70646","fancied"
"70647","herself"
"70648","in"
"70649","love"
"70650","before"
"70651","her"
"70652","regard"
"70653","had"
"70654","all"
"70655","the"
"70656","warmth"
"70657","of"
"70658","first"
"70659","attachment"
"70660","and"
"70661","from"
"70662","her"
"70663","age"
"70664","and"
"70665","disposition"
"70666","greater"
"70667","steadiness"
"70668","than"
"70669","most"
"70670","first"
"70671","attachments"
"70672","often"
"70673","boast"
"70674","and"
"70675","so"
"70676","fervently"
"70677","did"
"70678","she"
"70679","value"
"70680","his"
"70681","remembrance"
"70682","and"
"70683","prefer"
"70684","him"
"70685","to"
"70686","every"
"70687","other"
"70688","man"
"70689","that"
"70690","all"
"70691","her"
"70692","good"
"70693","sense"
"70694","and"
"70695","all"
"70696","her"
"70697","attention"
"70698","to"
"70699","the"
"70700","feelings"
"70701","of"
"70702","her"
"70703","friends"
"70704","were"
"70705","requisite"
"70706","to"
"70707","check"
"70708","the"
"70709","indulgence"
"70710","of"
"70711","those"
"70712","regrets"
"70713","which"
"70714","must"
"70715","have"
"70716","been"
"70717","injurious"
"70718","to"
"70719","her"
"70720","own"
"70721","health"
"70722","and"
"70723","their"
"70724","tranquillity"
"70725","well"
"70726","lizzy"
"70727","said"
"70728","mrs"
"70729","bennet"
"70730","one"
"70731","day"
"70732","what"
"70733","is"
"70734","your"
"70735","opinion"
"70736","now"
"70737","of"
"70738","this"
"70739","sad"
"70740","business"
"70741","of"
"70742","jane's"
"70743","for"
"70744","my"
"70745","part"
"70746","i"
"70747","am"
"70748","determined"
"70749","never"
"70750","to"
"70751","speak"
"70752","of"
"70753","it"
"70754","again"
"70755","to"
"70756","anybody"
"70757","i"
"70758","told"
"70759","my"
"70760","sister"
"70761","phillips"
"70762","so"
"70763","the"
"70764","other"
"70765","day"
"70766","but"
"70767","i"
"70768","cannot"
"70769","find"
"70770","out"
"70771","that"
"70772","jane"
"70773","saw"
"70774","anything"
"70775","of"
"70776","him"
"70777","in"
"70778","london"
"70779","well"
"70780","he"
"70781","is"
"70782","a"
"70783","very"
"70784","undeserving"
"70785","young"
"70786","man"
"70787","and"
"70788","i"
"70789","do"
"70790","not"
"70791","suppose"
"70792","there's"
"70793","the"
"70794","least"
"70795","chance"
"70796","in"
"70797","the"
"70798","world"
"70799","of"
"70800","her"
"70801","ever"
"70802","getting"
"70803","him"
"70804","now"
"70805","there"
"70806","is"
"70807","no"
"70808","talk"
"70809","of"
"70810","his"
"70811","coming"
"70812","to"
"70813","netherfield"
"70814","again"
"70815","in"
"70816","the"
"70817","summer"
"70818","and"
"70819","i"
"70820","have"
"70821","inquired"
"70822","of"
"70823","everybody"
"70824","too"
"70825","who"
"70826","is"
"70827","likely"
"70828","to"
"70829","know"
"70830","i"
"70831","do"
"70832","not"
"70833","believe"
"70834","he"
"70835","will"
"70836","ever"
"70837","live"
"70838","at"
"70839","netherfield"
"70840","any"
"70841","more"
"70842","oh"
"70843","well"
"70844","it"
"70845","is"
"70846","just"
"70847","as"
"70848","he"
"70849","chooses"
"70850","nobody"
"70851","wants"
"70852","him"
"70853","to"
"70854","come"
"70855","though"
"70856","i"
"70857","shall"
"70858","always"
"70859","say"
"70860","he"
"70861","used"
"70862","my"
"70863","daughter"
"70864","extremely"
"70865","ill"
"70866","and"
"70867","if"
"70868","i"
"70869","was"
"70870","her"
"70871","i"
"70872","would"
"70873","not"
"70874","have"
"70875","put"
"70876","up"
"70877","with"
"70878","it"
"70879","well"
"70880","my"
"70881","comfort"
"70882","is"
"70883","i"
"70884","am"
"70885","sure"
"70886","jane"
"70887","will"
"70888","die"
"70889","of"
"70890","a"
"70891","broken"
"70892","heart"
"70893","and"
"70894","then"
"70895","he"
"70896","will"
"70897","be"
"70898","sorry"
"70899","for"
"70900","what"
"70901","he"
"70902","has"
"70903","done"
"70904","but"
"70905","as"
"70906","elizabeth"
"70907","could"
"70908","not"
"70909","receive"
"70910","comfort"
"70911","from"
"70912","any"
"70913","such"
"70914","expectation"
"70915","she"
"70916","made"
"70917","no"
"70918","answer"
"70919","well"
"70920","lizzy"
"70921","continued"
"70922","her"
"70923","mother"
"70924","soon"
"70925","afterwards"
"70926","and"
"70927","so"
"70928","the"
"70929","collinses"
"70930","live"
"70931","very"
"70932","comfortable"
"70933","do"
"70934","they"
"70935","well"
"70936","well"
"70937","i"
"70938","only"
"70939","hope"
"70940","it"
"70941","will"
"70942","last"
"70943","and"
"70944","what"
"70945","sort"
"70946","of"
"70947","table"
"70948","do"
"70949","they"
"70950","keep"
"70951","charlotte"
"70952","is"
"70953","an"
"70954","excellent"
"70955","manager"
"70956","i"
"70957","dare"
"70958","say"
"70959","if"
"70960","she"
"70961","is"
"70962","half"
"70963","as"
"70964","sharp"
"70965","as"
"70966","her"
"70967","mother"
"70968","she"
"70969","is"
"70970","saving"
